sentence,original_label,original_book,book_Anna_Karenina,naive_Anna_Karenina,book_Frankenstein,naive_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,naive_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights,naive_Wuthering_Heights
"Write that down, the King said to the jury, and the jury eagerly wrote down all three dates on their slates, and then added them up, and reduced the answer to shillings and pence.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Linon, have you?",1,Anna Karenina,1,1,0,0,0,0,1,0
"She glanced round for an instant, looked inquiringly at him, and with a slight frown turned away again.",1,Anna Karenina,1,1,0,0,0,0,1,0
Why not speak of him?,1,Anna Karenina,1,1,0,0,0,0,1,0
"Please don t be angry, he said, and smiling, he took his hand.",1,Anna Karenina,1,1,0,0,0,0,1,0
"Alice replied, rather shyly, I I hardly know, sir, just at present at least I know who I _was_ when I got up this morning, but I think I must have been changed several times since then.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
It ud be to more sense.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Ah, here he is!",1,Anna Karenina,1,1,0,0,0,0,1,0
"This news filled me with fresh fears; I outstripped Kenneth, and ran most of the way back.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"He asked this softly, at a moment when there was talking going on near, so that he had hoped his question would not be overheard.",1,Anna Karenina,1,1,0,0,0,0,1,0
said the Queen.,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
Patti?,1,Anna Karenina,1,1,0,0,1,0,0,0
He can no longer be a subject for pity; we must reserve that for his miserable survivors.,3,Frankenstein,0,0,1,1,0,0,0,0
"But you re so easily offended, you know!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Good-bye, Ellen!",2,Wuthering Heights,1,0,0,0,0,0,1,1
Where am I?,1,Anna Karenina,1,1,1,0,1,0,1,0
"she shrieked, and again he heard that unearthly scream.",1,Anna Karenina,1,1,1,0,0,0,1,0
The delusion did not last long.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Hindley named a fiddle, and then he asked Miss Cathy; she was hardly six years old, but she could ride any horse in the stable, and she chose a whip.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"he murmured, and sighed deeply.",1,Anna Karenina,1,1,0,0,0,0,1,0
And where are you going to sleep?,1,Anna Karenina,1,1,0,0,0,0,1,0
"I never saw a more interesting creature: his eyes have generally an expression of wildness, and even madness, but there are moments when, if anyone performs an act of kindness towards him or does him any the most trifling service, his whole countenance is lighted up, as it were, with a beam of benevolence and sweetness that I never saw equalled.",3,Frankenstein,0,0,1,1,0,0,0,0
"No, please tell me!",1,Anna Karenina,1,1,0,0,1,0,1,0
He came in with a teacup in one hand and a piece of bread-and-butter in the other.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"As the period fixed for our marriage drew nearer, whether from cowardice or a prophetic feeling, I felt my heart sink within me.",3,Frankenstein,0,0,1,1,0,0,0,0
"His appearance, different from any I had ever before seen, and his flight somewhat surprised me.",3,Frankenstein,0,0,1,1,0,0,0,0
"And certainly there _was_ a most extraordinary noise going on within a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
Leave me alone!,1,Anna Karenina,1,1,0,0,1,0,1,0
"This is something like your paradise, said she, making an effort at cheerfulness.",2,Wuthering Heights,1,0,0,0,0,0,1,1
Chapter 19 London was our present point of rest; we determined to remain several months in this wonderful and celebrated city.,3,Frankenstein,0,0,1,1,0,0,0,0
he murmured; what are they?,2,Wuthering Heights,1,0,0,0,0,0,1,1
"muttered Joseph, towards whom I had been steering.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"I Oh, don t bother _me_, said the Duchess; I never could abide figures!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Despise me as much as you please; I am a worthless, cowardly wretch: I can t be scorned enough; but I m too mean for your anger.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"But I was in reality very ill, and surely nothing but the unbounded and unremitting attentions of my friend could have restored me to life.",3,Frankenstein,0,0,1,1,0,0,0,0
I strained my sight to discover what it could be and uttered a wild cry of ecstasy when I distinguished a sledge and the distorted proportions of a well-known form within.,3,Frankenstein,0,0,1,1,0,0,0,0
"And he must have a fire in the middle of summer; and Joseph s bacca-pipe is poison; and he must always have sweets and dainties, and always milk, milk for ever heeding naught how the rest of us are pinched in winter; and there he ll sit, wrapped in his furred cloak in his chair by the fire, with some toast and water or other slop on the hob to sip at; and if Hareton, for pity, comes to amuse him Hareton is not bad-natured, though he s rough they re sure to part, one swearing and the other crying.",2,Wuthering Heights,0,0,0,0,0,0,1,1
That cannot be; but all that I can say will be of little avail.,3,Frankenstein,1,0,1,1,0,0,0,0
"Begone, vile insect!",3,Frankenstein,1,0,1,1,0,0,1,0
"Curiosity, earnest research to learn the hidden laws of nature, gladness akin to rapture, as they were unfolded to me, are among the earliest sensations I can remember.",3,Frankenstein,0,0,1,1,0,0,0,0
Kitty s face changed at once.,1,Anna Karenina,1,1,0,0,1,0,0,0
"Live, and be happy, and make others so.",3,Frankenstein,0,0,1,1,0,0,0,0
"She told me, that that same evening William had teased her to let him wear a very valuable miniature that she possessed of your mother.",3,Frankenstein,0,0,1,1,0,0,0,0
And stay a little now; it s not long I shall....,1,Anna Karenina,1,1,0,0,0,0,1,0
"We were told this when young, and taught to look forward to it as an event that would certainly take place.",3,Frankenstein,0,0,1,1,0,0,0,0
"I sympathised a while; but when the children fell ill of the measles, and I had to tend them, and take on me the cares of a woman at once, I changed my idea.",2,Wuthering Heights,0,0,0,0,0,0,1,1
she said to herself directly after.,1,Anna Karenina,1,1,0,0,1,0,1,0
"They are kind they are the most excellent creatures in the world; but, unfortunately, they are prejudiced against me.",3,Frankenstein,0,0,1,1,0,0,0,0
And then of what use would be pursuit?,3,Frankenstein,0,0,1,1,0,0,0,0
He says I mun do as I will.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Ah, ah, ah!",1,Anna Karenina,1,1,1,0,1,0,1,0
I shall ascend my funeral pile triumphantly and exult in the agony of the torturing flames.,3,Frankenstein,0,0,1,1,0,0,0,0
"As she drove out into the open country, Darya Alexandrovna had a delightful sense of relief, and she felt tempted to ask the two men how they had liked being at Vronsky s, when suddenly the coachman, Philip, expressed himself unasked: Rolling in wealth they may be, but three pots of oats was all they gave us.",1,Anna Karenina,1,1,0,0,0,0,0,0
But really she is good-natured.,1,Anna Karenina,1,1,0,0,0,0,1,0
"He is so gentle, yet so wise; his mind is so cultivated, and when he speaks, although his words are culled with the choicest art, yet they flow with rapidity and unparalleled eloquence.",3,Frankenstein,0,0,1,1,0,0,0,0
What a pity you can t be with me!,1,Anna Karenina,1,1,0,0,1,0,0,0
"Alice felt that this could not be denied, so she tried another question.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq.",3,Frankenstein,0,0,1,1,0,0,0,0
I truly thank him.,3,Frankenstein,1,0,1,1,0,0,0,0
To forget!,1,Anna Karenina,1,1,0,0,1,0,0,0
"Wish that he were dead, I must; and therefore I was fearfully disappointed, and unnerved by terror for the consequences of my taunting speech, when he flung himself on Earnshaw s weapon and wrenched it from his grasp.",2,Wuthering Heights,0,0,1,0,0,0,1,1
"I observed this also and contrived a fan of branches, which roused the embers when they were nearly extinguished.",3,Frankenstein,0,0,1,1,0,0,0,0
"But as soon as she no longer saw him, she was aware of the spot on her hand that his lips had touched, and she shuddered with repulsion.",1,Anna Karenina,1,1,0,0,0,0,1,0
"But the persons speaking paused, and his improper question was overheard.",1,Anna Karenina,1,1,0,0,0,0,1,0
Where?,1,Anna Karenina,1,1,0,0,1,0,1,0
"Her face was pale and angry, and she was talking excitedly.",1,Anna Karenina,1,1,0,0,0,0,1,0
"One day, when my father had gone by himself to Milan, my mother, accompanied by me, visited this abode.",3,Frankenstein,0,0,1,1,0,0,0,0
"Wonderful, I exclaimed.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"Make haste, Heathcliff!",2,Wuthering Heights,1,0,0,0,0,0,1,1
Hareton did not appear to feel this threat; so the tears sprang into her eyes with indignation.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"And his jaw twitched impatiently from the incessant gnawing toothache, that prevented him from even speaking with a natural expression.",1,Anna Karenina,1,1,1,0,0,0,0,0
I _cannot_ live without my soul!,2,Wuthering Heights,1,0,0,0,0,0,1,1
"This was the very thing she had been dreaming of, but now learning that it was possible, she was horrified.",1,Anna Karenina,1,1,0,0,0,0,1,0
A woman s step was heard mounting the stairs.,1,Anna Karenina,1,1,0,0,1,0,0,0
Do you remember on what occasion Justine Moritz entered our family?,3,Frankenstein,0,0,1,1,0,0,0,0
"said Alice, surprised at her own courage.",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
And do you know why?,1,Anna Karenina,1,1,0,0,1,0,1,0
"Throw it, he replied, standing still, and then I ll tell how you boasted that you would turn me out of doors as soon as he died, and see whether he will not turn you out directly.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"In a minute or two the Caterpillar took the hookah out of its mouth and yawned once or twice, and shook itself.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Then it got down off the mushroom, and crawled away in the grass, merely remarking as it went, One side will make you grow taller, and the other side will make you grow shorter.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"She had never spoken a word to her sister-in-law for three days; but she had likewise dropped her fretful complaining, and we found it a great comfort.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"His voice became fainter as he spoke, and at length, exhausted by his effort, he sank into silence.",3,Frankenstein,1,0,1,1,0,0,1,0
he asked himself.,1,Anna Karenina,1,1,0,0,1,0,1,0
Shall we try another figure of the Lobster Quadrille?,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
How did you manage?,1,Anna Karenina,1,1,0,0,1,0,0,0
I d rather be hugged by a snake.,2,Wuthering Heights,0,0,0,0,0,0,1,1
"Know that, one by one, my friends were snatched away; I was left desolate.",3,Frankenstein,0,0,1,1,0,0,0,0
"She looked at him earnestly, as though wishing to make out the cause of his confusion.",1,Anna Karenina,1,1,0,0,0,0,1,0
"I don t quite understand you, she said, as politely as she could.",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
A fiendish rage animated him as he said this; his face was wrinkled into contortions too horrible for human eyes to behold; but presently he calmed himself and proceeded I intended to reason.,3,Frankenstein,1,0,1,1,0,0,1,0
"If you knew what I have suffered and what I may yet endure, you would endeavour to let me taste the quiet and freedom from despair that this one day at least permits me to enjoy.",3,Frankenstein,0,0,1,1,0,0,0,0
"I fancy it knew me: it pushed its nose against mine by way of salute, and then hastened to devour the porridge; while I groped from step to step, collecting the shattered earthenware, and drying the spatters of milk from the banister with my pocket-handkerchief.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"he cried, in strange perplexity.",2,Wuthering Heights,1,0,1,0,1,0,1,1
"While the Duchess sang the second verse of the song, she kept tossing the baby violently up and down, and the poor little thing howled so, that Alice could hardly hear the words: I speak severely to my boy, I beat him when he sneezes; For he can thoroughly enjoy The pepper when he pleases!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
you want to take Kitty in the wagonette?,1,Anna Karenina,1,1,0,0,1,0,0,0
asked Betsy.,1,Anna Karenina,1,1,0,0,1,0,0,0
"He was descended from a good family in France, where he had lived for many years in affluence, respected by his superiors and beloved by his equals.",3,Frankenstein,0,0,1,1,0,0,0,0
Alice heard it say to itself Then I ll go round and get in at the window.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
What do these sounds portend?,3,Frankenstein,0,0,1,1,0,0,0,0
"Oh, for mercy s sake!",1,Anna Karenina,1,1,0,0,1,0,1,0
"She dropped her eyelids, as though recollecting something.",1,Anna Karenina,1,1,0,0,1,0,1,0
"Digging for apples, yer honour!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"My first resolution was to quit Geneva for ever; my country, which, when I was happy and beloved, was dear to me, now, in my adversity, became hateful.",3,Frankenstein,0,0,1,1,0,0,0,0
It s come!,1,Anna Karenina,1,1,0,0,0,0,1,0
"As soon as I was convinced that no assistance could save any part of the habitation, I quitted the scene and sought for refuge in the woods.",3,Frankenstein,0,0,1,1,0,0,0,0
"she said in a rapid, deep, unnatural voice.",1,Anna Karenina,1,1,0,0,1,0,0,0
"Shut in, however, by ice, it was impossible to follow his track, which we had observed with the greatest attention.",3,Frankenstein,0,0,1,1,0,0,0,0
"It was from my own Elizabeth: My dearest Cousin, You have been ill, very ill, and even the constant letters of dear kind Henry are not sufficient to reassure me on your account.",3,Frankenstein,0,0,1,1,0,0,0,0
What have you done?,1,Anna Karenina,1,1,0,0,0,0,1,0
I ll get up directly.,1,Anna Karenina,1,1,0,0,0,0,1,0
"The soldiers were silent, and looked at Alice, as the question was evidently meant for her.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"His brow was lowering, and his eyes stared darkly before him, avoiding her eyes; his mouth was tightly and contemptuously shut.",1,Anna Karenina,1,1,0,0,0,0,0,0
"He might have stuck a knife into her neck, she started round in such a taking.",2,Wuthering Heights,0,0,0,0,0,0,1,1
The triumph of my enemy increased with the difficulty of my labours.,3,Frankenstein,0,0,1,1,0,0,0,0
This interference aroused in him a feeling of angry hatred a feeling he had rarely known before.,1,Anna Karenina,1,1,1,0,0,0,0,0
"The silver hair and benevolent countenance of the aged cottager won my reverence, while the gentle manners of the girl enticed my love.",3,Frankenstein,0,0,1,1,0,0,0,0
she answered herself.,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,1,0
Damn the fellow!,1,Anna Karenina,1,1,1,0,1,0,1,0
"I gave several hours to the serious consideration of this difficulty, but I was obliged to relinquish all attempt to supply it, and wrapping myself up in my cloak, I struck across the wood towards the setting sun.",3,Frankenstein,0,0,1,1,0,0,0,0
